region,month,x_residual,y_residual,p95_rooftop_mw_raw,deepest_min_demand_raw,beta_p95,p_value,r_squared,n_obs,region_short,region_long
NSW1,2025-06-01,-267.88996614581856,269.07416666668814,3413.0346499999996,5389.37,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-07-01,-280.8522161458204,554.2575000000206,3716.128,5327.93,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-08-01,-132.19669921873628,18.481250000020736,4489.9355,3871.04,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-09-01,-37.71493671873486,-21.601249999978336,5139.5925,3102.14,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-10-01,-20.901699218734393,-9.326249999977335,5490.8045,2907.04,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-11-01,214.38552578126655,-101.04624999997532,5830.2154,3250.07,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2025-12-01,35.19892578126746,-422.06874999997535,5801.118,2708.64,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2026-01-01,58.894550781266844,155.75625000002583,5714.7665,4015.44,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2026-02-01,-87.54549921873149,941.3062500000246,5510.9846,4573.78,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
NSW1,2026-03-01,-173.998824218731,-327.03624999997237,5185.4145,3526.01,-0.9966568508616716,0.00011855058234647853,0.8078762775123793,44,NSW,New South Wales
QLD1,2022-08-01,-75.43646093750249,78.07874999999694,2979.4660000000003,3365.01,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2022-09-01,-77.12897343750183,-52.646250000001146,3235.3866,3310.59,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2022-10-01,-53.54783593750153,273.38374999999996,3504.748,3625.94,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2022-11-01,-52.206985937500576,-359.54874999999856,3491.7066999999997,3449.61,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2022-12-01,-47.76046093750074,-178.33624999999938,3493.672,3859.83,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-01-01,114.36178906250007,-236.9162499999984,3439.677,4324.15,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-02-01,82.54950156250106,-254.08624999999756,3478.2362999999996,4361.15,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-03-01,303.64803906250154,81.0712500000036,3492.33,4455.84,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-04-01,142.03094270833526,-348.42416666666213,3497.23795,3363.46,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-05-01,246.38352604166857,-129.834166666662,3210.8505,3533.31,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-06-01,33.89119270833589,137.3058333333379,2857.53235,4013.49,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-07-01,-107.38930729166532,97.70583333333707,2985.4015,3797.6,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-08-01,-106.45982031249741,113.27291666666997,3397.126,3250.06,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-09-01,-60.629532812496564,-12.492083333328083,3700.5694,3200.6,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-10-01,-88.94319531249585,-185.50208333332648,3918.036,3016.91,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-11-01,-12.668195312494845,103.45541666667441,3979.9288500000002,3762.47,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2023-12-01,-62.094320312495256,390.22791666667445,3928.0215,4278.25,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-01-01,-264.0500703124949,259.7979166666755,3509.9485,4670.72,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-02-01,-14.61955781249344,250.50791666667646,3829.7506,4715.6,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-03-01,-22.08082031249296,161.6554166666774,3615.2844999999998,4386.28,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-04-01,-88.93541666666033,210.07000000001153,3714.9549499999994,3771.81,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-05-01,-101.88133333332553,-21.169999999988704,3311.2690000000002,3491.83,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-06-01,-14.938666666658719,-17.829999999988104,3257.38585,3708.21,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-07-01,103.89533333333975,-215.59999999998945,3645.3695,3334.15,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-08-01,32.682820312508284,-11.332916666656274,3984.952,2975.31,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-09-01,43.60290781250842,41.24208333334536,4253.485199999999,3104.19,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-10-01,25.692945312508527,-61.17791666665289,4481.3555,2991.09,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-11-01,86.44734531251015,-8.430416666651581,4527.72775,3500.44,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2024-12-01,95.30382031251065,-190.45791666665218,4534.103,3547.42,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-01-01,174.57807031251104,90.63208333334842,4397.26,4351.41,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-02-01,-102.9096671874886,-26.647916666650417,4190.1438499999995,4288.3,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-03-01,-203.7156796874874,482.3495833333509,3882.333,4556.83,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-04-01,-53.09552604165492,138.3541666666847,4199.4782,3549.95,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-05-01,-144.5021927083203,151.00416666668525,3717.3315000000002,3513.86,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-06-01,-18.952526041653073,-119.47583333331477,3702.05535,3456.42,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-07-01,3.493973958345123,117.89416666668421,3993.6515,3517.5,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-08-01,149.21346093751345,-180.0187499999829,4550.166,2656.48,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-09-01,94.15559843751453,23.89625000001888,4752.7212500000005,2936.7,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-10-01,116.79808593751477,-26.703749999979664,5021.144,2875.42,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
QLD1,2025-11-01,-21.572164062484262,264.52375000002166,4868.3916,3623.25,-0.626698009923798,0.002940713268435349,0.8500738388864943,44,QLD,Queensland
